IE_NAME|IE_ACTIVE|IE_PREVIEW_PICTURE|IE_PREVIEW_TEXT|IE_PREVIEW_TEXT_TYPE|IE_DETAIL_PICTURE|IE_DETAIL_TEXT|IE_DETAIL_TEXT_TYPE|IE_CODE|IP_PROP265|IP_PROP266|IP_PROP54|IP_PROP55|IP_PROP268|IP_PROP59|IP_PROP74|IP_PROP294|IP_PROP60|IP_PROP272|IP_PROP273|IP_PROP274|IP_PROP275|IP_PROP276|IP_PROP63|IP_PROP277|IP_PROP278|IP_PROP279|IP_PROP280|IP_PROP281|IP_PROP282|IP_PROP283|IP_PROP284|IP_PROP285|IP_PROP286|IP_PROP287|IP_PROP288|IP_PROP289|IP_PROP290|IP_PROP291|IP_PROP292|IP_PROP293|IP_PROP77|IP_PROP294|IP_PROP295|IP_PROP296|IP_PROP297|IP_PROP298|IP_PROP299|IP_PROP300|IP_PROP301|IP_PROP302|IP_PROP303|IP_PROP304|IP_PROP305|IP_PROP306|IP_PROP307|IP_PROP308|IP_PROP309|IP_PROP311|IP_PROP312|IP_PROP313|IP_PROP314|IP_PROP315|IP_PROP316|IP_PROP317|IP_PROP318|IP_PROP319|IP_PROP320|IP_PROP321|IP_PROP322|IP_PROP323|IP_PROP324|IP_PROP325|IP_PROP326|IP_PROP327|IP_PROP328|IP_PROP329|IP_PROP330|IP_PROP331|IP_PROP332|IP_PROP333|IP_PROP334|IP_PROP335|CP_QUANTITY|CV_PRICE_1|CV_CURRENCY_1
Светильник LGD-TRACE-S215x215-8W|Y|/upload/iblock/dfd/odnindw4yc1pgn7wdsp32n6kwijz6d5c.jpg||text|/upload/iblock/e3d/g39c4iyzheu8dika03rgdjm6eg73pphe.jpg|"Светодиодный накладной квадратный светильник для стен, лестниц, 8Вт. Цвет ТЕПЛЫЙ БЕЛЫЙ 3000K, св.поток 300лм, CRI(Ra)>80, угол 60°, асимметричный свет. Размер 215x215x36мм. Влагозащищенный корпус IP65, алюминий серого цвета. Питание AC230V, 8Вт, встроенный драйвер.<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Накладной настенный светильник с диффузным светораспределением предназначен для освещения входных групп зданий и сооружений, пешеходных галерей, помещений с высоким уровнем влажности.</li> 
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>Накладной светильник серии TRACE с асимметричным светораспределением, отличительной особенностью которого является небольшая глубина корпуса и компактные размеры, незаменимые в тех случаях, когда нет возможности встроить светильник в стену. TRACE - отличное решение для подсветки ступеней лестничных пролетов и путей перемещения людей как внутри зданий, так и на улице. &nbsp;</li> 
        <li> Корпус светильника выполнен из алюминиевого сплава, покрытого полиэфирной порошковой краской, имеет высокую степень защиты от проникновения пыли и влаги.&nbsp;</li> 
        <li>Оптическая часть закрыта ударопрочным закаленным стеклом, обеспечивающим высокую степень защиты от внешних воздействий.&nbsp;</li>
	<li>Конструкция оптической части светильника обеспечивает отсутствие ослепляющего эффекта.&nbsp;</li>
</ul>"|html|svetilnik-lgd-trace-s215x215-8w||||||/upload/iblock/1e0/f3ceaok2ov7uq881s91hknc2kzb2aqp5.jpg|29958|6723|Россия|||3 года|||[TEXT]|6702.91|8|230|50||300||3000| CRI >80|-40… +40 °C|60°|65||I|Закаленное стекло|Алюминий|Накладной|0.875||Серый|215х215х36||||||||||||||||||215|215|36|||||||||||||||||||1|6702.91|RUB
Светильник LGD-SIGN-WALL-S150x200-3W|Y|/upload/iblock/e88/9qfbueublmu7v4owg4hcfb12uic7lg07.jpg||text|/upload/iblock/a41/vojx9xtw0khblu6gz7lqwkry6v6trex3.jpg|"Настенный светильник-указатель. Цвет ТЕПЛЫЙ БЕЛЫЙ 3000К, светодиоды 3Вт (150лм). Влагозащищенный корпус IP54 - коричневый или серый алюминий, экран из закаленного стекла. Питание 230В, мощность 3Вт. Размеры ДхШхВ - 150x36x200мм.<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Настенный светильник-указатель с наборной символьной панелью предназначен для световой индикация номеров зданий и подсветки прилегающей к входу в здание территории.&nbsp;</li> 
        <li>Предназначен для световой индикации номеров зданий и подсветки прилегающей к входу в здание территории в вечернее и ночное время суток.&nbsp;</li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>Конструкция светильника позволяет формировать в вертикальном окне различные числовые комбинации, световое окно в нижней грани корпуса позволяет создать равномерную засветку прилегающей к входу в здание территории в вечернее и ночное время.&nbsp;</li> 
        <li>Корпус светильника выполнен из высококачественного алюминия, покрытого полиэфирной порошковой краской, устойчивой к воздействию агрессивных сред и УФ-излучению, имеет высокую степень защиты от проникновения пыли и влаги.&nbsp;</li> 
        <li>SIGN – это настенный светильник-указатель с наборной символьной панелью.&nbsp;</li>
</ul>"|html|svetilnik-lgd-sign-wall-s150x200-3w||||||/upload/iblock/efe/77o6mfu0rak6n0i1dz2m7erc15v0wn0j.jpg|030022, 031060|6723|Россия|||3 года|||[TEXT]|6390.94|3|220-240|50||150||3000| CRI >80|-40… +40 °C|148°|54||I|Закаленное стекло|Алюминий|Настенный|1.02, 1.083|||150х36х200||||||||||||||||||150|36|200|||||||||||||||||||1|6390.94|RUB
Светильник LGD-SIGN-WALL-S150x200-3W|Y|/upload/iblock/e88/9qfbueublmu7v4owg4hcfb12uic7lg07.jpg||text|/upload/iblock/a41/vojx9xtw0khblu6gz7lqwkry6v6trex3.jpg|"Настенный светильник-указатель. Цвет ТЕПЛЫЙ БЕЛЫЙ 3000К, светодиоды 3Вт (150лм). Влагозащищенный корпус IP54 - коричневый или серый алюминий, экран из закаленного стекла. Питание 230В, мощность 3Вт. Размеры ДхШхВ - 150x36x200мм.<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Настенный светильник-указатель с наборной символьной панелью предназначен для световой индикация номеров зданий и подсветки прилегающей к входу в здание территории.&nbsp;</li> 
        <li>Предназначен для световой индикации номеров зданий и подсветки прилегающей к входу в здание территории в вечернее и ночное время суток.&nbsp;</li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>Конструкция светильника позволяет формировать в вертикальном окне различные числовые комбинации, световое окно в нижней грани корпуса позволяет создать равномерную засветку прилегающей к входу в здание территории в вечернее и ночное время.&nbsp;</li> 
        <li>Корпус светильника выполнен из высококачественного алюминия, покрытого полиэфирной порошковой краской, устойчивой к воздействию агрессивных сред и УФ-излучению, имеет высокую степень защиты от проникновения пыли и влаги.&nbsp;</li> 
        <li>SIGN – это настенный светильник-указатель с наборной символьной панелью.&nbsp;</li>
</ul>"|html|svetilnik-lgd-sign-wall-s150x200-3w||||||/upload/iblock/efe/77o6mfu0rak6n0i1dz2m7erc15v0wn0j.jpg|030022, 031060|6723|Россия|||3 года|||[TEXT]|6390.94|3|220-240|50||150||3000| CRI >80|-40… +40 °C|148°|54||I|Закаленное стекло|Алюминий|Настенный|1.02, 1.083|||150х36х200||||||||||||||||||150|36|200|||||||||||||||||||1|6390.94|RUB
Светильник LGD-STRIPE-3W|Y|/upload/iblock/3b4/bnffo9zrnrpmtdxwc9cl00fqj3wt3rop.jpg||text|/upload/iblock/882/38nnc4lykhmtfxisthl3nhy9h7johfvf.jpg|"Светильник для контурной подсветки оконных проемов. Цвет ТЕПЛЫЙ БЕЛЫЙ 3000К или ДНЕВНОЙ 4000К, 3Вт (230лм). Влагозащищенный корпус IP65 - серый алюминий, линза из ПММА, угол 3°?107° . Питание 230В, мощность 3Вт. Размеры ДхШхВ - 155х90х47мм.<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Накладной светильник с узколучевой линзовой оптикой для подсветки оконных и дверных проемов, создания световых эффектов как внутри, так и снаружи здания.</li>
	<li>Светильник предназначен для создания декоративных световых эффектов, как внутри, так и снаружи зданий.<br>
 </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>STRIPE – накладной светильник с узколучевой линзовой оптикой для засветки оконных проемов.&nbsp;</li>
	<li>Оптическая часть прибора надежно экранирована и не создаёт паразитной засветки окна.<br>
 </li>
	<li>Корпус светильника выполнен из высококачественного алюминия, покрытого полиэфирной порошковой краской, устойчивой к воздействию агрессивных сред и УФ-излучению, имеет высокую степень защиты от проникновения пыли и влаги.&nbsp;</li>
	<li>Оптическая часть представляет собой линзу, выполненную из светотехнического акрила, обеспечивающую высокую степень защиты светодиодов от внешних воздействий.&nbsp;</li>
	<li>Специальная форма линзы светильника обеспечивает акцентную засветку оконных проемов зданий, а конструкция корпуса препятствует формированию паразитной засветки окон.&nbsp;<br>
 </li>
</ul>"|html|svetilnik-lgd-stripe-3w||||||/upload/iblock/519/ca6q29qfkt07ren49vdxht85g9pq9f36.jpg|029972, 034980|6723|Россия|||3 года|||[TEXT]|5242.72|3|230|50||230||| CRI >80|-40… +40 °C|20°|65||I||Алюминий|Накладной|0.733||Серый|155х90х47||||||||||||||||||155|90|47|||||||||||||||||||1|5242.72|RUB
Светильник LGD-STRIPE-3W|Y|/upload/iblock/3b4/bnffo9zrnrpmtdxwc9cl00fqj3wt3rop.jpg||text|/upload/iblock/882/38nnc4lykhmtfxisthl3nhy9h7johfvf.jpg|"Светильник для контурной подсветки оконных проемов. Цвет ТЕПЛЫЙ БЕЛЫЙ 3000К или ДНЕВНОЙ 4000К, 3Вт (230лм). Влагозащищенный корпус IP65 - серый алюминий, линза из ПММА, угол 3°?107° . Питание 230В, мощность 3Вт. Размеры ДхШхВ - 155х90х47мм.<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Накладной светильник с узколучевой линзовой оптикой для подсветки оконных и дверных проемов, создания световых эффектов как внутри, так и снаружи здания.</li>
	<li>Светильник предназначен для создания декоративных световых эффектов, как внутри, так и снаружи зданий.<br>
 </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>STRIPE – накладной светильник с узколучевой линзовой оптикой для засветки оконных проемов.&nbsp;</li>
	<li>Оптическая часть прибора надежно экранирована и не создаёт паразитной засветки окна.<br>
 </li>
	<li>Корпус светильника выполнен из высококачественного алюминия, покрытого полиэфирной порошковой краской, устойчивой к воздействию агрессивных сред и УФ-излучению, имеет высокую степень защиты от проникновения пыли и влаги.&nbsp;</li>
	<li>Оптическая часть представляет собой линзу, выполненную из светотехнического акрила, обеспечивающую высокую степень защиты светодиодов от внешних воздействий.&nbsp;</li>
	<li>Специальная форма линзы светильника обеспечивает акцентную засветку оконных проемов зданий, а конструкция корпуса препятствует формированию паразитной засветки окон.&nbsp;<br>
 </li>
</ul>"|html|svetilnik-lgd-stripe-3w||||||/upload/iblock/519/ca6q29qfkt07ren49vdxht85g9pq9f36.jpg|029972, 034980|6723|Россия|||3 года|||[TEXT]|5242.72|3|230|50||230||| CRI >80|-40… +40 °C|20°|65||I||Алюминий|Накладной|0.733||Серый|155х90х47||||||||||||||||||155|90|47|||||||||||||||||||1|5242.72|RUB
Светильник LGD-STRIPE-3W|Y|/upload/iblock/3b4/bnffo9zrnrpmtdxwc9cl00fqj3wt3rop.jpg||text|/upload/iblock/882/38nnc4lykhmtfxisthl3nhy9h7johfvf.jpg|"Светильник для контурной подсветки оконных проемов. Цвет ТЕПЛЫЙ БЕЛЫЙ 3000К или ДНЕВНОЙ 4000К, 3Вт (230лм). Влагозащищенный корпус IP65 - серый алюминий, линза из ПММА, угол 3°?107° . Питание 230В, мощность 3Вт. Размеры ДхШхВ - 155х90х47мм.<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Накладной светильник с узколучевой линзовой оптикой для подсветки оконных и дверных проемов, создания световых эффектов как внутри, так и снаружи здания.</li>
	<li>Светильник предназначен для создания декоративных световых эффектов, как внутри, так и снаружи зданий.<br>
 </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>STRIPE – накладной светильник с узколучевой линзовой оптикой для засветки оконных проемов.&nbsp;</li>
	<li>Оптическая часть прибора надежно экранирована и не создаёт паразитной засветки окна.<br>
 </li>
	<li>Корпус светильника выполнен из высококачественного алюминия, покрытого полиэфирной порошковой краской, устойчивой к воздействию агрессивных сред и УФ-излучению, имеет высокую степень защиты от проникновения пыли и влаги.&nbsp;</li>
	<li>Оптическая часть представляет собой линзу, выполненную из светотехнического акрила, обеспечивающую высокую степень защиты светодиодов от внешних воздействий.&nbsp;</li>
	<li>Специальная форма линзы светильника обеспечивает акцентную засветку оконных проемов зданий, а конструкция корпуса препятствует формированию паразитной засветки окон.&nbsp;<br>
 </li>
</ul>"|html|svetilnik-lgd-stripe-3w||||||/upload/iblock/519/ca6q29qfkt07ren49vdxht85g9pq9f36.jpg|029972, 034980|6723|Россия|||3 года|||[TEXT]|5242.72|3|230|50||230||| CRI >80|-40… +40 °C|20°|65||I||Алюминий|Накладной|0.733||Серый|155х90х47||||||||||||||||||155|90|47|||||||||||||||||||1|5242.72|RUB
Светильник LGD-STRIPE-3W|Y|/upload/iblock/3b4/bnffo9zrnrpmtdxwc9cl00fqj3wt3rop.jpg||text|/upload/iblock/882/38nnc4lykhmtfxisthl3nhy9h7johfvf.jpg|"Светильник для контурной подсветки оконных проемов. Цвет ТЕПЛЫЙ БЕЛЫЙ 3000К или ДНЕВНОЙ 4000К, 3Вт (230лм). Влагозащищенный корпус IP65 - серый алюминий, линза из ПММА, угол 3°?107° . Питание 230В, мощность 3Вт. Размеры ДхШхВ - 155х90х47мм.<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Накладной светильник с узколучевой линзовой оптикой для подсветки оконных и дверных проемов, создания световых эффектов как внутри, так и снаружи здания.</li>
	<li>Светильник предназначен для создания декоративных световых эффектов, как внутри, так и снаружи зданий.<br>
 </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>STRIPE – накладной светильник с узколучевой линзовой оптикой для засветки оконных проемов.&nbsp;</li>
	<li>Оптическая часть прибора надежно экранирована и не создаёт паразитной засветки окна.<br>
 </li>
	<li>Корпус светильника выполнен из высококачественного алюминия, покрытого полиэфирной порошковой краской, устойчивой к воздействию агрессивных сред и УФ-излучению, имеет высокую степень защиты от проникновения пыли и влаги.&nbsp;</li>
	<li>Оптическая часть представляет собой линзу, выполненную из светотехнического акрила, обеспечивающую высокую степень защиты светодиодов от внешних воздействий.&nbsp;</li>
	<li>Специальная форма линзы светильника обеспечивает акцентную засветку оконных проемов зданий, а конструкция корпуса препятствует формированию паразитной засветки окон.&nbsp;<br>
 </li>
</ul>"|html|svetilnik-lgd-stripe-3w||||||/upload/iblock/519/ca6q29qfkt07ren49vdxht85g9pq9f36.jpg|029972, 034980|6723|Россия|||3 года|||[TEXT]|5242.72|3|230|50||230||| CRI >80|-40… +40 °C|20°|65||I||Алюминий|Накладной|0.733||Серый|155х90х47||||||||||||||||||155|90|47|||||||||||||||||||1|5242.72|RUB
Светильник LGD-STRIPE-3W|Y|/upload/iblock/3b4/bnffo9zrnrpmtdxwc9cl00fqj3wt3rop.jpg||text|/upload/iblock/882/38nnc4lykhmtfxisthl3nhy9h7johfvf.jpg|"Светильник для контурной подсветки оконных проемов. Цвет ТЕПЛЫЙ БЕЛЫЙ 3000К или ДНЕВНОЙ 4000К, 3Вт (230лм). Влагозащищенный корпус IP65 - серый алюминий, линза из ПММА, угол 3°?107° . Питание 230В, мощность 3Вт. Размеры ДхШхВ - 155х90х47мм.<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Накладной светильник с узколучевой линзовой оптикой для подсветки оконных и дверных проемов, создания световых эффектов как внутри, так и снаружи здания.</li>
	<li>Светильник предназначен для создания декоративных световых эффектов, как внутри, так и снаружи зданий.<br>
 </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>STRIPE – накладной светильник с узколучевой линзовой оптикой для засветки оконных проемов.&nbsp;</li>
	<li>Оптическая часть прибора надежно экранирована и не создаёт паразитной засветки окна.<br>
 </li>
	<li>Корпус светильника выполнен из высококачественного алюминия, покрытого полиэфирной порошковой краской, устойчивой к воздействию агрессивных сред и УФ-излучению, имеет высокую степень защиты от проникновения пыли и влаги.&nbsp;</li>
	<li>Оптическая часть представляет собой линзу, выполненную из светотехнического акрила, обеспечивающую высокую степень защиты светодиодов от внешних воздействий.&nbsp;</li>
	<li>Специальная форма линзы светильника обеспечивает акцентную засветку оконных проемов зданий, а конструкция корпуса препятствует формированию паразитной засветки окон.&nbsp;<br>
 </li>
</ul>"|html|svetilnik-lgd-stripe-3w||||||/upload/iblock/519/ca6q29qfkt07ren49vdxht85g9pq9f36.jpg|029972, 034980|6723|Россия|||3 года|||[TEXT]|5242.72|3|230|50||230||| CRI >80|-40… +40 °C|20°|65||I||Алюминий|Накладной|0.733||Серый|155х90х47||||||||||||||||||155|90|47|||||||||||||||||||1|5242.72|RUB
Светильник LGD-STRIPE-3W|Y|/upload/iblock/3b4/bnffo9zrnrpmtdxwc9cl00fqj3wt3rop.jpg||text|/upload/iblock/882/38nnc4lykhmtfxisthl3nhy9h7johfvf.jpg|"Светильник для контурной подсветки оконных проемов. Цвет ТЕПЛЫЙ БЕЛЫЙ 3000К или ДНЕВНОЙ 4000К, 3Вт (230лм). Влагозащищенный корпус IP65 - серый алюминий, линза из ПММА, угол 3°?107° . Питание 230В, мощность 3Вт. Размеры ДхШхВ - 155х90х47мм.<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Накладной светильник с узколучевой линзовой оптикой для подсветки оконных и дверных проемов, создания световых эффектов как внутри, так и снаружи здания.</li>
	<li>Светильник предназначен для создания декоративных световых эффектов, как внутри, так и снаружи зданий.<br>
 </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>STRIPE – накладной светильник с узколучевой линзовой оптикой для засветки оконных проемов.&nbsp;</li>
	<li>Оптическая часть прибора надежно экранирована и не создаёт паразитной засветки окна.<br>
 </li>
	<li>Корпус светильника выполнен из высококачественного алюминия, покрытого полиэфирной порошковой краской, устойчивой к воздействию агрессивных сред и УФ-излучению, имеет высокую степень защиты от проникновения пыли и влаги.&nbsp;</li>
	<li>Оптическая часть представляет собой линзу, выполненную из светотехнического акрила, обеспечивающую высокую степень защиты светодиодов от внешних воздействий.&nbsp;</li>
	<li>Специальная форма линзы светильника обеспечивает акцентную засветку оконных проемов зданий, а конструкция корпуса препятствует формированию паразитной засветки окон.&nbsp;<br>
 </li>
</ul>"|html|svetilnik-lgd-stripe-3w||||||/upload/iblock/519/ca6q29qfkt07ren49vdxht85g9pq9f36.jpg|029972, 034980|6723|Россия|||3 года|||[TEXT]|5242.72|3|230|50||230||| CRI >80|-40… +40 °C|20°|65||I||Алюминий|Накладной|0.733||Серый|155х90х47||||||||||||||||||155|90|47|||||||||||||||||||1|5242.72|RUB
Светильник LGD-STRIPE-3W|Y|/upload/iblock/3b4/bnffo9zrnrpmtdxwc9cl00fqj3wt3rop.jpg||text|/upload/iblock/882/38nnc4lykhmtfxisthl3nhy9h7johfvf.jpg|"Светильник для контурной подсветки оконных проемов. Цвет ТЕПЛЫЙ БЕЛЫЙ 3000К или ДНЕВНОЙ 4000К, 3Вт (230лм). Влагозащищенный корпус IP65 - серый алюминий, линза из ПММА, угол 3°?107° . Питание 230В, мощность 3Вт. Размеры ДхШхВ - 155х90х47мм.<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Накладной светильник с узколучевой линзовой оптикой для подсветки оконных и дверных проемов, создания световых эффектов как внутри, так и снаружи здания.</li>
	<li>Светильник предназначен для создания декоративных световых эффектов, как внутри, так и снаружи зданий.<br>
 </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>STRIPE – накладной светильник с узколучевой линзовой оптикой для засветки оконных проемов.&nbsp;</li>
	<li>Оптическая часть прибора надежно экранирована и не создаёт паразитной засветки окна.<br>
 </li>
	<li>Корпус светильника выполнен из высококачественного алюминия, покрытого полиэфирной порошковой краской, устойчивой к воздействию агрессивных сред и УФ-излучению, имеет высокую степень защиты от проникновения пыли и влаги.&nbsp;</li>
	<li>Оптическая часть представляет собой линзу, выполненную из светотехнического акрила, обеспечивающую высокую степень защиты светодиодов от внешних воздействий.&nbsp;</li>
	<li>Специальная форма линзы светильника обеспечивает акцентную засветку оконных проемов зданий, а конструкция корпуса препятствует формированию паразитной засветки окон.&nbsp;<br>
 </li>
</ul>"|html|svetilnik-lgd-stripe-3w||||||/upload/iblock/519/ca6q29qfkt07ren49vdxht85g9pq9f36.jpg|029972, 034980|6723|Россия|||3 года|||[TEXT]|5242.72|3|230|50||230||| CRI >80|-40… +40 °C|20°|65||I||Алюминий|Накладной|0.733||Серый|155х90х47||||||||||||||||||155|90|47|||||||||||||||||||1|5242.72|RUB
Светильник LGD-STRIPE-3W|Y|/upload/iblock/3b4/bnffo9zrnrpmtdxwc9cl00fqj3wt3rop.jpg||text|/upload/iblock/882/38nnc4lykhmtfxisthl3nhy9h7johfvf.jpg|"Светильник для контурной подсветки оконных проемов. Цвет ТЕПЛЫЙ БЕЛЫЙ 3000К или ДНЕВНОЙ 4000К, 3Вт (230лм). Влагозащищенный корпус IP65 - серый алюминий, линза из ПММА, угол 3°?107° . Питание 230В, мощность 3Вт. Размеры ДхШхВ - 155х90х47мм.<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Накладной светильник с узколучевой линзовой оптикой для подсветки оконных и дверных проемов, создания световых эффектов как внутри, так и снаружи здания.</li>
	<li>Светильник предназначен для создания декоративных световых эффектов, как внутри, так и снаружи зданий.<br>
 </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li>STRIPE – накладной светильник с узколучевой линзовой оптикой для засветки оконных проемов.&nbsp;</li>
	<li>Оптическая часть прибора надежно экранирована и не создаёт паразитной засветки окна.<br>
 </li>
	<li>Корпус светильника выполнен из высококачественного алюминия, покрытого полиэфирной порошковой краской, устойчивой к воздействию агрессивных сред и УФ-излучению, имеет высокую степень защиты от проникновения пыли и влаги.&nbsp;</li>
	<li>Оптическая часть представляет собой линзу, выполненную из светотехнического акрила, обеспечивающую высокую степень защиты светодиодов от внешних воздействий.&nbsp;</li>
	<li>Специальная форма линзы светильника обеспечивает акцентную засветку оконных проемов зданий, а конструкция корпуса препятствует формированию паразитной засветки окон.&nbsp;<br>
 </li>
</ul>"|html|svetilnik-lgd-stripe-3w||||||/upload/iblock/519/ca6q29qfkt07ren49vdxht85g9pq9f36.jpg|029972, 034980|6723|Россия|||3 года|||[TEXT]|5242.72|3|230|50||230||| CRI >80|-40… +40 °C|20°|65||I||Алюминий|Накладной|0.733||Серый|155х90х47||||||||||||||||||155|90|47|||||||||||||||||||1|5242.72|RUB
Светильник LGD-SWAMP-WALL-7W|Y|/upload/iblock/90f/4fxhw8ya09w68ir5q0mgoc6dpmbcoa1j.jpg||text|/upload/iblock/73b/xq3l9vq87vam2sijmyfos0dlmu5ui5yo.jpg|"Настенный светильник для подсветки фасадов зданий. Цвет ТЕПЛЫЙ БЕЛЫЙ 3000К, светодиоды 7Вт (330лм). Влагозащищенный корпус IP65 - серый алюминий, экран из поликарбоната. Питание 230В, мощность 7 Вт. Размеры ДхШхВ 133х124х49 мм.<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Настенный светильник отраженного света для установки на вертикальные поверхности фасадов и создания декоративных световых эффектов на поверхности стен.&nbsp;</li>
	<li>Возможна как одиночная установка, так и создание световых инсталляций из групп светильников.<br>
 </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li><aside>Настенный светильник серии SWAMP обладает продуманным лаконичным дизайном.&nbsp;</aside></li>
	<li><aside>Светильник позволяет создать декоративные световые эффекты на поверхности стен, возможна как одиночная установка, так и создание световых инсталляций из групп светильников.&nbsp;</aside></li>
	<li><aside>Источник света скрыт под матовым рассеивателем, прямой свет не попадает в поле зрения наблюдателя – светильник создаёт равномерное диффузное освещение.</aside></li>
</ul>"|html|svetilnik-lgd-swamp-wall-7w||||||/upload/iblock/46a/ntozm7dt73nyg7labv7ey9nv6m24w5fg.jpg|30001|6723|Россия|||3 года|||[TEXT]|4067.26|7|220-240|50||330||3000| CRI >80|-40… +40 °C||65||I||Алюминий|Накладной|0.517||Серый|133х124х49||||||||||||||||||133|124|49|||||||||||||||||||1|4067.26|RUB
Светильник LGD-SWAMP-WALL-7W|Y|/upload/iblock/90f/4fxhw8ya09w68ir5q0mgoc6dpmbcoa1j.jpg||text|/upload/iblock/73b/xq3l9vq87vam2sijmyfos0dlmu5ui5yo.jpg|"Настенный светильник для подсветки фасадов зданий. Цвет ТЕПЛЫЙ БЕЛЫЙ 3000К, светодиоды 7Вт (330лм). Влагозащищенный корпус IP65 - серый алюминий, экран из поликарбоната. Питание 230В, мощность 7 Вт. Размеры ДхШхВ 133х124х49 мм.<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Настенный светильник отраженного света для установки на вертикальные поверхности фасадов и создания декоративных световых эффектов на поверхности стен.&nbsp;</li>
	<li>Возможна как одиночная установка, так и создание световых инсталляций из групп светильников.<br>
 </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li><aside>Настенный светильник серии SWAMP обладает продуманным лаконичным дизайном.&nbsp;</aside></li>
	<li><aside>Светильник позволяет создать декоративные световые эффекты на поверхности стен, возможна как одиночная установка, так и создание световых инсталляций из групп светильников.&nbsp;</aside></li>
	<li><aside>Источник света скрыт под матовым рассеивателем, прямой свет не попадает в поле зрения наблюдателя – светильник создаёт равномерное диффузное освещение.</aside></li>
</ul>"|html|svetilnik-lgd-swamp-wall-7w||||||/upload/iblock/46a/ntozm7dt73nyg7labv7ey9nv6m24w5fg.jpg|30001|6723|Россия|||3 года|||[TEXT]|4067.26|7|220-240|50||330||3000| CRI >80|-40… +40 °C||65||I||Алюминий|Накладной|0.517||Серый|133х124х49||||||||||||||||||133|124|49|||||||||||||||||||1|4067.26|RUB
Светильник LGD-SWAMP-WALL-7W|Y|/upload/iblock/90f/4fxhw8ya09w68ir5q0mgoc6dpmbcoa1j.jpg||text|/upload/iblock/73b/xq3l9vq87vam2sijmyfos0dlmu5ui5yo.jpg|"Настенный светильник для подсветки фасадов зданий. Цвет ТЕПЛЫЙ БЕЛЫЙ 3000К, светодиоды 7Вт (330лм). Влагозащищенный корпус IP65 - серый алюминий, экран из поликарбоната. Питание 230В, мощность 7 Вт. Размеры ДхШхВ 133х124х49 мм.<br>
<h3>ПРИМЕНЕНИЕ:</h3>
<ul>
	<li>Настенный светильник отраженного света для установки на вертикальные поверхности фасадов и создания декоративных световых эффектов на поверхности стен.&nbsp;</li>
	<li>Возможна как одиночная установка, так и создание световых инсталляций из групп светильников.<br>
 </li>
</ul>
<h3>ОСОБЕННОСТИ:&nbsp;</h3>
<ul>
	<li><aside>Настенный светильник серии SWAMP обладает продуманным лаконичным дизайном.&nbsp;</aside></li>
	<li><aside>Светильник позволяет создать декоративные световые эффекты на поверхности стен, возможна как одиночная установка, так и создание световых инсталляций из групп светильников.&nbsp;</aside></li>
	<li><aside>Источник света скрыт под матовым рассеивателем, прямой свет не попадает в поле зрения наблюдателя – светильник создаёт равномерное диффузное освещение.</aside></li>
</ul>"|html|svetilnik-lgd-swamp-wall-7w||||||/upload/iblock/46a/ntozm7dt73nyg7labv7ey9nv6m24w5fg.jpg|30001|6723|Россия|||3 года|||[TEXT]|4067.26|7|220-240|50||330||3000| CRI >80|-40… +40 °C||65||I||Алюминий|Накладной|0.517||Серый|133х124х49||||||||||||||||||133|124|49|||||||||||||||||||1|4067.26|RUB
